iter	MAE
602	97.87566441
603	97.86792036
604	97.84684205
605	97.81953883
606	97.81150358
607	97.79037886
608	97.75017014
609	97.725765
610	97.71790928
611	97.68455019
612	97.63812416
613	97.61939536
614	97.57223258
615	97.56125275
616	97.48490545
617	97.44905847
618	97.40376393
619	97.38266581
620	97.32295626
621	97.2454615
622	97.13738592
623	97.10925516
624	97.10150661
625	97.04410208
626	96.99948865
627	96.9279766
628	96.91132882
629	96.89444016
630	96.88592499
631	96.87584297
632	96.85335175
633	96.82604062
634	96.82014319
635	96.81537655
636	96.80566132
637	96.76964481
638	96.76208623
639	96.73808107
640	96.65988666
641	96.65487191
642	96.60295962
643	96.57324925
644	96.56106642
645	96.54931035
646	96.54001609
647	96.5331177
648	96.4676175
649	96.42473773
650	96.39529165
651	96.38738338
652	96.37883997
653	96.36384372
654	96.3460523
655	96.29405727
656	96.28668606
657	96.27637626
658	96.27107419
659	96.25802935
660	96.24727594
661	96.20031609
662	96.19053756
663	96.12887561
664	96.11857577
665	96.07653024
666	96.06786275
667	96.02468609
668	95.95647875
669	95.94336359
670	95.84794754
671	95.7651487
672	95.75125215
673	95.71470921
674	95.70990463
675	95.69095526
676	95.66844445
677	95.65476239
678	95.6400101
679	95.55198684
680	95.54094227
681	95.52189256
682	95.48991791
683	95.47202733
684	95.45217607
685	95.44641133
686	95.43707111
687	95.40866341
688	95.40143397
689	95.33024315
690	95.30204883
691	95.29153066
692	95.28600469
693	95.2512269
694	95.2450338
695	95.22380331
696	95.18975694
697	95.18430432
698	95.17101686
699	95.16422981
700	95.15514202
701	95.11735606
702	95.10663128
703	95.08391781
704	95.07384843
705	94.99928972
706	94.99194976
707	94.97957051
708	94.97533087
709	94.96481744
710	94.92421899
711	94.89896108
712	94.86126464
713	94.8440757
714	94.77025753
715	94.73358603
716	94.69379782
717	94.67415906
718	94.62409591
719	94.61641201
720	94.54797143
721	94.50673161
722	94.37696447
723	94.36598397
724	94.3483658
725	94.34372358
726	94.33019412
727	94.32586032
728	94.31079011
729	94.28521675
730	94.25461283
731	94.21472467
732	94.20202519
733	94.18968011
734	94.11949565
735	94.10498408
736	94.08138019
737	94.07182042
738	94.03933927
739	94.03445317
740	94.01644624
741	94.00727265
742	93.99839452
743	93.97740756
744	93.8809256
745	93.87651581
746	93.81304634
747	93.78313473
748	93.76803234
749	93.7522228
750	93.73761313
751	93.71568243
752	93.7000855
753	93.68893073
754	93.66569021
755	93.65107789
756	93.6431012
757	93.58137792
758	93.57707193
759	93.56362922
760	93.55751702
761	93.5506174
762	93.54338328
763	93.4601853
764	93.43368534
765	93.43042696
766	93.39444752
767	93.37253407
768	93.35575838
769	93.34694854
770	93.3114878
771	93.29878886
772	93.27936903
773	93.20194353
774	93.1704476
775	93.12789943
776	93.12562788
777	93.11468074
778	93.10728734
779	93.03461996
780	93.00800115
781	92.98310204
782	92.95830758
783	92.90645257
784	92.90079973
785	92.88184631
786	92.87547349
787	92.86206568
788	92.85385867
789	92.8379109
790	92.81680005
791	92.79632156
792	92.75733219
793	92.71511123
794	92.64312836
795	92.60498393
796	92.54240106
797	92.53729034
798	92.52984369
799	92.52124137
800	92.51455332
801	92.44554259
802	92.41360177
803	92.39678461
804	92.3850165
805	92.36201595
806	92.34360434
807	92.30827439
808	92.3013166
809	92.2962616
810	92.27525371
811	92.26485303
812	92.25271881
813	92.21630704
814	92.20448591
815	92.18954968
816	92.17399474
817	92.15126364
818	92.14345531
819	92.13908114
820	92.1029247
821	92.08838346
822	92.07592536
823	92.05781502
824	92.04123833
825	92.02978628
826	92.00862116
827	91.95253727
828	91.93952396
829	91.93647203
830	91.93313538
831	91.92321809
832	91.90389399
833	91.89668579
834	91.87788692
835	91.83828134
836	91.83009261
837	91.82254155
838	91.7006459
839	91.62976133
840	91.60879099
841	91.602391
842	91.5970822
843	91.5679509
844	91.53545316
845	91.49283114
846	91.48840106
847	91.46063063
848	91.45506728
849	91.43746312
850	91.43145945
851	91.41523672
852	91.40415091
853	91.39566495
854	91.38250807
855	91.3652345
856	91.34813399
857	91.31528076
858	91.26589704
859	91.25286338
860	91.24158447
861	91.22186611
862	91.15205042
863	91.1437377
864	91.09021452
865	91.06590104
866	91.06117981
867	91.04836416
868	91.04200286
869	91.03077913
870	91.02542981
871	91.01354522
872	90.99943842
873	90.96251016
874	90.95479006
875	90.88635214
876	90.87937773
877	90.87071236
878	90.8369983
879	90.81739295
880	90.80576169
881	90.7965969
882	90.77609145
883	90.73807429
884	90.73272018
885	90.71454759
886	90.7033673
887	90.68560111
888	90.64958394
889	90.60341393
890	90.56768644
891	90.53128558
892	90.5137537
893	90.49493926
894	90.47232822
895	90.46905008
896	90.44734549
897	90.43432164
898	90.39837457
899	90.31064252
900	90.30292819
901	90.29170582
902	90.26315043
903	90.23125024
904	90.21567323
905	90.20811402
906	90.20129857
907	90.18372246
908	90.07940747
909	90.05933473
910	90.05566654
911	90.0058009
912	89.94837908
913	89.89705449
914	89.88832738
915	89.85528525
916	89.74248322
917	89.73454968
918	89.72557186
919	89.71513556
920	89.69198036
921	89.6780303
922	89.66387825
923	89.63987516
924	89.61876704
925	89.61081146
926	89.55740363
927	89.52904699
928	89.5114816
929	89.49383389
930	89.47217862
931	89.45690534
932	89.45177834
933	89.44545659
934	89.43883666
935	89.40618302
936	89.38869043
937	89.38419633
938	89.36389343
939	89.32026932
940	89.30289232
941	89.29389084
942	89.25118376
943	89.22798312
944	89.20282769
945	89.18799233
946	89.16708781
947	89.10978147
948	89.08385199
949	89.06558053
950	89.05297585
951	89.02546882
952	89.0219537
953	89.00027952
954	88.98875181
955	88.97777496
956	88.97049086
957	88.93215825
958	88.91851019
959	88.81533447
960	88.80627786
961	88.72942705
962	88.72126779
963	88.71323684
964	88.70957911
965	88.70033303
966	88.64477736
967	88.63938891
968	88.59098111
969	88.58095581
970	88.54568643
971	88.51411601
972	88.50353403
973	88.46662518
974	88.45758029
975	88.40438923
976	88.34425401
977	88.32334669
978	88.31788002
979	88.31204803
980	88.29925986
981	88.24972688
982	88.22648911
983	88.18570685
984	88.16652429
985	88.14982699
986	88.12856999
987	88.11498499
988	88.10351286
989	88.09149652
990	88.08258875
991	88.05404939
992	87.97007084
993	87.96173256
994	87.9542461
995	87.94151819
996	87.9193697
997	87.90444604
998	87.89953576
999	87.88709635
1000	87.86757685
1001	87.85017227
1002	87.82832362
1003	87.8109633
1004	87.80602126
1005	87.73445545
1006	87.68412423
1007	87.68013159
1008	87.63327124
1009	87.61610147
1010	87.59595186
1011	87.57800672
1012	87.54805024
1013	87.5184326
1014	87.46184907
1015	87.43363541
1016	87.40937277
1017	87.39185045
1018	87.38638068
1019	87.35739216
1020	87.3492796
1021	87.34363899
1022	87.3408793
1023	87.33090391
1024	87.30469656
1025	87.28818436
1026	87.28409596
1027	87.27908686
1028	87.27030031
1029	87.25785715
1030	87.21011517
1031	87.19777683
1032	87.19227968
1033	87.18429141
1034	87.16893546
1035	87.16290644
1036	87.14435737
1037	87.13168982
1038	87.10992528
1039	87.07021713
1040	87.06113773
1041	87.05619503
1042	87.05083346
1043	87.03720271
1044	87.02668622
1045	87.00698739
1046	86.94473016
1047	86.92736162
1048	86.90378724
1049	86.88827454
1050	86.8678067
1051	86.85903423
1052	86.83955576
1053	86.8351677
1054	86.81232265
1055	86.74352432
1056	86.73684545
1057	86.72106824
1058	86.71312592
1059	86.70946539
1060	86.69629245
1061	86.68740143
1062	86.67396972
1063	86.671305
1064	86.64865151
1065	86.62779457
1066	86.59945668
1067	86.58895595
1068	86.57971537
1069	86.5678123
1070	86.47691233
1071	86.4623561
1072	86.44784216
1073	86.39451657
1074	86.35020951
1075	86.32175345
1076	86.30714869
1077	86.28090414
1078	86.27516941
1079	86.26736438
1080	86.24363271
1081	86.22681005
1082	86.22280721
1083	86.19013404
1084	86.17671258
1085	86.17113982
1086	86.16241406
1087	86.15414585
1088	86.1485236
1089	86.13263106
1090	86.12926782
1091	86.12501095
1092	86.11546294
1093	86.08893606
1094	86.08544953
1095	86.04001493
1096	86.02706606
1097	85.9886504
1098	85.96860442
1099	85.9311356
1100	85.92671754
1101	85.92083588
1102	85.90139721
1103	85.85242188
1104	85.84455448
1105	85.8390652
1106	85.82801157
1107	85.81348694
1108	85.81128248
1109	85.80773593
1110	85.79753277
1111	85.78525545
1112	85.77855589
1113	85.77231168
1114	85.74644807
1115	85.72569637
1116	85.72350548
1117	85.7171675
1118	85.69894778
1119	85.67930046
1120	85.67459353
1121	85.64853964
1122	85.64105684
1123	85.63576973
1124	85.62742313
1125	85.61807901
1126	85.59351593
1127	85.56957663
1128	85.55048453
1129	85.50684098
1130	85.49586469
1131	85.47115646
1132	85.46344575
1133	85.4518473
1134	85.44538816
1135	85.42847936
1136	85.41967065
1137	85.4163986
1138	85.41276257
1139	85.40551917
1140	85.39465566
1141	85.38916446
1142	85.36477358
1143	85.35827189
1144	85.3376133
1145	85.3341591
1146	85.28693782
1147	85.25312263
1148	85.21938264
1149	85.20858856
1150	85.20387783
1151	85.19779435
1152	85.14634831
1153	85.1060242
1154	85.07596347
1155	85.06756103
1156	85.05964117
1157	85.04230178
1158	85.00580245
1159	84.99888377
1160	84.96666216
1161	84.94687873
1162	84.92640846
1163	84.88943132
1164	84.87971659
1165	84.84434883
1166	84.8376786
1167	84.83441309
1168	84.82498566
1169	84.82095225
1170	84.81543152
1171	84.79324166
1172	84.78331832
1173	84.77645444
1174	84.77149216
1175	84.73956497
1176	84.72760194
1177	84.72587273
1178	84.72347175
1179	84.72008209
1180	84.71708557
1181	84.71271945
1182	84.69272039
1183	84.68591857
1184	84.67561286
1185	84.67026463
1186	84.62979385
1187	84.62545405
1188	84.61502126
1189	84.60898563
1190	84.58055845
1191	84.57678392
1192	84.57429691
1193	84.54902787
1194	84.54369707
1195	84.53778081
1196	84.52482826
1197	84.51357406
1198	84.50695209
1199	84.49631911
1200	84.48934776
1201	84.4824306
1202	84.46927324
1203	84.4385354
1204	84.37556213
1205	84.34826241
1206	84.34346182
1207	84.31725745
1208	84.28049943
1209	84.27547159
1210	84.24541378
1211	84.23416751
1212	84.22603024
1213	84.22047372
1214	84.1886158
1215	84.14965948
1216	84.14203895
1217	84.12534926
1218	84.11155862
1219	84.07221595
1220	84.05355467
1221	84.03614969
1222	83.97036506
1223	83.96574602
1224	83.96264955
1225	83.95568558
1226	83.94778513
1227	83.94278352
1228	83.93758521
1229	83.91844704
1230	83.91292933
1231	83.90759927
1232	83.8860393
1233	83.88156757
1234	83.86841147
1235	83.85695926
1236	83.83042156
1237	83.82096531
1238	83.79487244
1239	83.78665442
1240	83.77528766
1241	83.76947204
1242	83.76302149
1243	83.75860097
1244	83.74627431
1245	83.74492786
1246	83.73946287
1247	83.72551838
1248	83.68727593
1249	83.68235811
1250	83.65216825
1251	83.64627167
1252	83.64211737
1253	83.6322986
1254	83.61059676
1255	83.59688962
1256	83.58443399
1257	83.5554946
1258	83.48017839
1259	83.45664156
1260	83.40750077
1261	83.39662471
1262	83.38936126
1263	83.3466749
1264	83.33678548
1265	83.33104273
1266	83.32742315
1267	83.32432775
1268	83.32018525
1269	83.31541691
1270	83.30035196
1271	83.29268711
1272	83.28559379
1273	83.2492027
1274	83.24130007
1275	83.23203982
1276	83.22721652
1277	83.22342413
1278	83.21746181
1279	83.21433909
1280	83.19435131
1281	83.19213374
1282	83.18949397
1283	83.17534683
1284	83.17171919
1285	83.16758715
1286	83.16514967
1287	83.13785071
1288	83.08624343
1289	83.07845902
1290	83.05346549
1291	83.02395162
1292	83.01756785
1293	83.00709604
1294	82.9951736
1295	82.98582169
1296	82.9499935
1297	82.93528071
1298	82.92897274
1299	82.92072601
1300	82.88673446
1301	82.88343938
1302	82.86908554
1303	82.81998813
1304	82.800529
1305	82.79556233
1306	82.78523575
1307	82.78120294
1308	82.77216483
1309	82.75960901
1310	82.75699448
1311	82.739819
1312	82.72382417
1313	82.72208834
1314	82.71378668
1315	82.70698716
1316	82.70479514
1317	82.70009588
1318	82.69219977
1319	82.6869992
1320	82.67751418
1321	82.64416603
1322	82.63373486
1323	82.61432385
1324	82.611896
1325	82.60488033
1326	82.59627316
1327	82.58808778
1328	82.57381703
1329	82.56155038
1330	82.5452832
1331	82.52947196
1332	82.52567111
1333	82.52132264
1334	82.51578336
1335	82.50755188
1336	82.4970792
1337	82.47279649
1338	82.46961285
1339	82.46510654
1340	82.45959915
1341	82.45727248
1342	82.41106964
1343	82.39855138
1344	82.37360594
1345	82.36484694
1346	82.35455519
1347	82.33117866
1348	82.32205471
1349	82.31482301
1350	82.2998702
1351	82.29580704
1352	82.29252892
1353	82.26229494
1354	82.25973032
1355	82.25888241
1356	82.23190048
1357	82.21818011
1358	82.20883405
1359	82.14284963
1360	82.13667853
1361	82.12737339
1362	82.11447544
1363	82.107168
1364	82.09558102
1365	82.06616226
1366	82.05771041
1367	82.03105665
1368	82.02175016
1369	82.02025977
1370	81.99711792
1371	81.97977359
1372	81.91513895
1373	81.90274604
1374	81.88695012
1375	81.88142269
1376	81.84060866
1377	81.83627448
1378	81.83185208
1379	81.8247446
1380	81.81264767
1381	81.80232053
1382	81.79945927
1383	81.79138475
1384	81.78465593
1385	81.780284
1386	81.7725854
1387	81.76116144
1388	81.75688006
1389	81.73182337
1390	81.72807284
1391	81.72061785
1392	81.71393298
1393	81.70381508
1394	81.67585844
1395	81.6706007
1396	81.65472307
1397	81.64660285
1398	81.63103294
1399	81.62842101
1400	81.60381722
1401	81.60193862
1402	81.58165269
1403	81.56928647
1404	81.56364231
1405	81.54454903
1406	81.53873601
1407	81.53602808
1408	81.50259945
1409	81.50029867
1410	81.48963078
1411	81.48124815
1412	81.47645705
1413	81.45679022
1414	81.45204588
1415	81.44518049
1416	81.44051109
1417	81.43411142
1418	81.41869212
1419	81.40705086
1420	81.39989128
1421	81.37888204
1422	81.36433775
1423	81.34615191
1424	81.34489396
1425	81.34146616
1426	81.33858086
1427	81.29036568
1428	81.26574171
1429	81.26324297
1430	81.24692821
1431	81.2348352
1432	81.22837643
1433	81.21532792
1434	81.21178627
1435	81.1988736
1436	81.16627091
1437	81.16062497
1438	81.15144947
1439	81.11126549
1440	81.10570279
1441	81.09919228
1442	81.09454526
1443	81.06686086
1444	81.05299444
1445	81.05003422
1446	81.04497126
1447	81.03378168
1448	81.0153856
1449	80.97974934
1450	80.96655144
1451	80.95814693
1452	80.94108451
1453	80.9294723
1454	80.89928125
1455	80.89384893
1456	80.88726931
1457	80.8488053
1458	80.83897443
1459	80.82760435
1460	80.82276914
1461	80.81850026
1462	80.81282656
1463	80.80604858
1464	80.80251289
1465	80.7896264
1466	80.7753249
1467	80.7319567
1468	80.72514242
1469	80.72334075
1470	80.72213576
1471	80.7149444
1472	80.69528076
1473	80.68300934
1474	80.67866728
1475	80.67459778
1476	80.67029064
1477	80.6660797
1478	80.64947242
1479	80.62167302
1480	80.61295482
1481	80.61053345
1482	80.60597826
1483	80.57319385
1484	80.56728032
1485	80.53793903
1486	80.52174336
1487	80.51846968
1488	80.51380089
1489	80.50892457
1490	80.50505227
1491	80.50040025
1492	80.4844411
1493	80.48279799
1494	80.47313136
1495	80.47041204
1496	80.44759146
1497	80.44371711
1498	80.42359665
1499	80.41705233
1500	80.41395915
1501	80.40347405
1502	80.39801819
1503	80.39384766
1504	80.3720273
1505	80.36615045
1506	80.33605452
1507	80.33372452
1508	80.32830363
1509	80.32313411
1510	80.31935196
1511	80.30983777
1512	80.30134722
1513	80.29103595
1514	80.28294986
1515	80.26795961
1516	80.26585375
1517	80.25937094
1518	80.2454863
1519	80.24302956
1520	80.23691975
1521	80.22696441
1522	80.19312417
1523	80.18989165
1524	80.18448048
1525	80.16600587
1526	80.147706
1527	80.1452169
1528	80.14109047
1529	80.13749788
1530	80.12616509
1531	80.09127216
1532	80.08515711
1533	80.08211195
1534	80.07496951
1535	80.04455116
1536	80.0385806
1537	80.03611228
1538	80.00046584
1539	79.97408975
1540	79.9471711
1541	79.92625818
1542	79.91697473
1543	79.89533547
1544	79.87273892
1545	79.86574038
1546	79.86146638
1547	79.83188925
1548	79.83032653
1549	79.8148474
1550	79.80785697
1551	79.8011176
1552	79.78617752
1553	79.74884169
1554	79.7463123
1555	79.73800138
1556	79.73645026
1557	79.73097735
1558	79.71126626
1559	79.68818582
1560	79.67655137
1561	79.67104551
1562	79.66447298
1563	79.66136724
1564	79.65830121
1565	79.62736104
1566	79.61704791
1567	79.60893979
1568	79.60540737
1569	79.58928342
1570	79.55322137
1571	79.54636148
1572	79.54259773
1573	79.54145955
1574	79.53842492
1575	79.53314576
1576	79.52757399
1577	79.51889399
1578	79.50405392
1579	79.48490959
1580	79.47032208
1581	79.46517118
1582	79.45638631
1583	79.45188011
1584	79.4483922
1585	79.44135306
1586	79.43808907
1587	79.43124284
1588	79.4184876
1589	79.41229924
1590	79.37833996
1591	79.34852488
1592	79.346119
1593	79.34270024
1594	79.33751235
1595	79.33398336
1596	79.33044058
1597	79.31729758
1598	79.30977168
1599	79.30757368
1600	79.29937405
1601	79.28141253
1602	79.25017313
1603	79.24691044
1604	79.2331006
1605	79.21582067
1606	79.18909307
1607	79.18197372
1608	79.17717952
1609	79.16913545
1610	79.15879422
1611	79.1536088
1612	79.1517853
1613	79.11841968
1614	79.1035162
1615	79.09751313
1616	79.09300689
1617	79.08350287
1618	79.06804192
1619	79.05710988
1620	79.05382848
1621	79.04655704
1622	79.03936729
1623	79.02114749
1624	79.01509168
1625	78.99966085
1626	78.99184595
1627	78.99013205
1628	78.98459126
1629	78.98237695
1630	78.96885442
1631	78.96486273
1632	78.94887976
1633	78.94687955
1634	78.94529222
1635	78.91554284
1636	78.90336731
1637	78.89359882
1638	78.89098443
1639	78.88671928
1640	78.84567423
1641	78.84055536
1642	78.83800509
1643	78.83579596
1644	78.82251225
1645	78.80706089
1646	78.77881101
1647	78.77022838
1648	78.75560931
1649	78.74600771
1650	78.74278541
1651	78.73458877
1652	78.73038286
1653	78.71575789
1654	78.70638805
1655	78.70035138
1656	78.69744414
1657	78.69103829
1658	78.66837073
1659	78.66467473
1660	78.64453696
1661	78.63807873
1662	78.6357331
1663	78.62277604
1664	78.62058673
1665	78.60861759
1666	78.5993241
1667	78.59233928
1668	78.58860166
1669	78.55981102
1670	78.55554464
1671	78.55112369
