iter	Passed	Remaining
1661	66253	90689
1662	66290	90646
1663	66326	90601
1664	66380	90580
1665	66415	90534
1666	66448	90485
1667	66482	90437
1668	66515	90387
1669	66549	90339
1670	66596	90309
1671	66630	90262
1672	66665	90216
1673	66700	90169
1674	66739	90128
1675	66794	90108
1676	66831	90065
1677	66868	90021
1678	66903	89975
1679	66940	89930
1680	66992	89908
1681	67029	89863
1682	67064	89817
1683	67096	89767
1684	67130	89719
1685	67163	89671
1686	67214	89646
1687	67249	89599
1688	67281	89549
1689	67315	89502
1690	67349	89453
1691	67403	89432
1692	67439	89388
1693	67478	89347
1694	67514	89302
1695	67549	89255
1696	67603	89234
1697	67637	89187
1698	67672	89141
1699	67708	89095
1700	67743	89050
1701	67797	89029
1702	67834	88984
1703	67870	88940
1704	67917	88910
1705	67951	88863
1706	68008	88845
1707	68042	88798
1708	68076	88749
1709	68109	88701
1710	68142	88652
1711	68175	88603
1712	68225	88577
1713	68263	88536
1714	68305	88498
1715	68345	88458
1716	68388	88423
1717	68444	88403
1718	68479	88357
1719	68515	88313
1720	68550	88267
1721	68587	88223
1722	68643	88204
1723	68679	88160
1724	68716	88115
1725	68751	88070
1726	68786	88023
1727	68841	88003
1728	68876	87958
1729	68913	87914
1730	68949	87869
1731	69003	87848
1732	69068	87839
1733	69104	87795
1734	69138	87748
1735	69175	87704
1736	69208	87656
1737	69257	87627
1738	69292	87581
1739	69327	87536
1740	69363	87491
1741	69400	87448
1742	69456	87428
1743	69494	87386
1744	69532	87344
1745	69571	87302
1746	69606	87256
1747	69663	87238
1748	69703	87198
1749	69738	87153
1750	69775	87109
1751	69811	87064
1752	69866	87043
1753	69901	86998
1754	69935	86951
1755	69971	86906
1756	70007	86861
1757	70062	86840
1758	70097	86794
1759	70132	86749
1760	70168	86704
1761	70205	86661
1762	70261	86640
1763	70301	86601
1764	70339	86559
1765	70378	86518
1766	70415	86475
1767	70474	86458
1768	70512	86417
1769	70552	86376
1770	70587	86331
1771	70624	86288
1772	70678	86265
1773	70714	86221
1774	70751	86176
1775	70785	86130
1776	70819	86083
1777	70867	86053
1778	70901	86006
1779	70935	85959
1780	70973	85917
1781	71007	85869
1782	71058	85844
1783	71093	85798
1784	71130	85755
1785	71165	85709
1786	71200	85664
1787	71247	85632
1788	71284	85588
1789	71321	85546
1790	71356	85500
1791	71392	85455
1792	71442	85428
1793	71476	85381
1794	71509	85332
1795	71545	85289
1796	71581	85244
1797	71633	85219
1798	71667	85172
1799	71701	85125
1800	71736	85080
1801	71773	85036
1802	71826	85012
1803	71862	84968
1804	71899	84925
1805	71935	84880
1806	71970	84834
1807	72022	84809
1808	72058	84765
1809	72092	84719
1810	72127	84673
1811	72164	84630
1812	72219	84608
1813	72257	84565
1814	72291	84519
1815	72324	84471
1816	72376	84445
1817	72412	84401
1818	72448	84357
1819	72481	84310
1820	72516	84264
1821	72570	84241
1822	72607	84197
1823	72642	84152
1824	72678	84107
1825	72712	84061
1826	72763	84034
1827	72798	83988
1828	72833	83944
1829	72870	83900
1830	72907	83857
1831	72958	83830
1832	72995	83787
1833	73031	83742
1834	73067	83698
1835	73102	83653
1836	73153	83627
1837	73189	83583
1838	73227	83540
1839	73263	83496
1840	73298	83450
1841	73351	83425
1842	73386	83381
1843	73422	83337
1844	73458	83292
1845	73495	83249
1846	73545	83221
1847	73580	83176
1848	73614	83129
1849	73648	83083
1850	73681	83036
1851	73714	82988
1852	73750	82944
1853	73804	82920
1854	73839	82875
1855	73875	82830
1856	73909	82784
1857	73944	82739
1858	73998	82715
1859	74033	82670
1860	74069	82626
1861	74104	82581
1862	74139	82536
1863	74195	82514
1864	74233	82472
1865	74271	82430
1866	74307	82387
1867	74344	82343
1868	74400	82322
1869	74438	82279
1870	74475	82237
1871	74509	82191
1872	74546	82147
1873	74598	82121
1874	74634	82077
1875	74668	82032
1876	74703	81986
1877	74737	81940
1878	74790	81915
1879	74825	81870
1880	74861	81825
1881	74896	81781
1882	74928	81733
1883	74963	81687
1884	75016	81662
1885	75051	81617
1886	75086	81572
1887	75122	81528
1888	75154	81480
1889	75189	81435
1890	75242	81410
1891	75277	81365
1892	75314	81321
1893	75348	81276
1894	75384	81232
1895	75440	81209
1896	75477	81167
1897	75513	81122
1898	75549	81079
1899	75584	81034
1900	75635	81006
1901	75671	80963
1902	75705	80917
1903	75742	80874
1904	75776	80828
1905	75811	80783
1906	75863	80756
1907	75901	80714
1908	75949	80684
1909	75984	80639
1910	76019	80594
1911	76076	80572
1912	76111	80527
1913	76149	80485
1914	76185	80442
1915	76218	80395
1916	76271	80369
1917	76305	80323
1918	76339	80277
1919	76373	80232
1920	76408	80187
1921	76443	80142
1922	76495	80115
1923	76530	80071
1924	76565	80025
1925	76603	79984
1926	76638	79939
1927	76684	79906
1928	76719	79861
1929	76753	79815
1930	76787	79770
1931	76820	79723
1932	76854	79677
1933	76906	79649
1934	76940	79604
1935	76974	79559
1936	77010	79515
1937	77046	79471
1938	77096	79442
1939	77133	79399
1940	77168	79354
1941	77202	79309
1942	77237	79264
1943	77291	79240
1944	77327	79196
1945	77362	79151
1946	77398	79107
1947	77432	79062
1948	77483	79033
1949	77516	78987
1950	77551	78942
1951	77584	78895
1952	77618	78850
1953	77654	78806
1954	77709	78782
1955	77745	78739
1956	77781	78695
1957	77817	78651
1958	77850	78606
1959	77905	78580
1960	77939	78535
1961	77974	78491
1962	78009	78447
1963	78044	78402
1964	78101	78379
1965	78138	78337
1966	78176	78296
1967	78212	78252
1968	78250	78211
1969	78302	78183
1970	78337	78138
1971	78373	78095
1972	78409	78052
1973	78444	78007
1974	78499	77982
1975	78538	77942
1976	78573	77897
1977	78611	77856
1978	78646	77811
1979	78706	77792
1980	78745	77751
1981	78780	77706
1982	78815	77662
1983	78848	77616
1984	78900	77588
1985	78935	77544
1986	78968	77498
1987	79003	77453
1988	79037	77408
1989	79071	77362
1990	79123	77334
1991	79158	77290
1992	79192	77245
1993	79230	77203
1994	79265	77159
1995	79318	77133
1996	79354	77089
1997	79391	77046
1998	79428	77004
1999	79463	76960
2000	79518	76935
2001	79559	76896
2002	79597	76855
2003	79636	76815
2004	79669	76769
2005	79723	76743
2006	79758	76698
2007	79794	76654
2008	79829	76610
2009	79865	76567
2010	79917	76539
2011	79954	76497
2012	79991	76454
2013	80025	76410
2014	80062	76367
2015	80114	76338
2016	80150	76296
2017	80185	76251
2018	80219	76206
2019	80253	76161
2020	80303	76131
2021	80337	76086
2022	80372	76041
2023	80405	75996
2024	80440	75951
2025	80476	75908
2026	80525	75877
2027	80560	75832
2028	80594	75788
2029	80630	75744
2030	80666	75701
2031	80719	75674
2032	80756	75631
2033	80790	75587
2034	80825	75543
2035	80859	75498
2036	80915	75473
2037	80953	75431
2038	80988	75388
2039	81024	75345
2040	81061	75302
2041	81112	75273
2042	81147	75229
2043	81182	75185
2044	81219	75143
2045	81252	75097
2046	81304	75068
2047	81341	75026
2048	81375	74981
2049	81409	74936
2050	81459	74906
2051	81497	74864
2052	81533	74821
2053	81569	74779
2054	81606	74736
2055	81660	74710
2056	81697	74667
2057	81733	74624
2058	81768	74580
2059	81803	74536
2060	81860	74512
2061	81899	74471
2062	81935	74428
2063	81969	74384
2064	82009	74345
2065	82067	74321
2066	82104	74279
2067	82141	74237
2068	82180	74197
2069	82215	74153
2070	82271	74127
2071	82309	74086
2072	82348	74045
2073	82385	74004
2074	82422	73961
2075	82475	73933
2076	82514	73893
2077	82554	73854
2078	82591	73812
2079	82628	73769
2080	82685	73745
2081	82720	73701
2082	82758	73660
2083	82799	73621
2084	82839	73581
2085	82898	73559
2086	82936	73518
2087	82974	73477
2088	83010	73434
2089	83045	73389
2090	83098	73361
2091	83133	73317
2092	83168	73273
2093	83218	73243
2094	83254	73200
2095	83317	73181
2096	83354	73138
2097	83393	73098
2098	83428	73054
2099	83464	73011
2100	83516	72982
2101	83550	72938
2102	83586	72895
2103	83622	72851
2104	83658	72808
2105	83711	72780
2106	83747	72737
2107	83781	72692
2108	83816	72648
2109	83851	72605
2110	83907	72579
2111	83945	72538
2112	83986	72499
2113	84023	72457
2114	84060	72415
2115	84114	72387
2116	84153	72346
2117	84191	72305
2118	84231	72266
2119	84270	72226
2120	84324	72198
2121	84361	72156
2122	84395	72111
2123	84430	72067
2124	84465	72024
2125	84504	71983
2126	84553	71951
2127	84591	71910
2128	84627	71867
2129	84662	71823
2130	84697	71780
2131	84749	71751
2132	84788	71710
2133	84824	71667
2134	84861	71625
2135	84896	71581
2136	84945	71550
2137	84983	71508
2138	85019	71465
2139	85053	71421
2140	85088	71377
2141	85141	71348
2142	85176	71305
2143	85212	71261
2144	85247	71218
2145	85281	71174
2146	85332	71143
2147	85368	71100
2148	85404	71057
2149	85439	71014
2150	85474	70970
2151	85526	70940
2152	85562	70898
2153	85598	70855
2154	85633	70811
2155	85669	70768
2156	85718	70736
2157	85752	70691
2158	85789	70649
2159	85824	70606
2160	85859	70563
2161	85911	70533
2162	85944	70487
2163	85980	70445
2164	86014	70401
2165	86048	70356
2166	86084	70313
2167	86139	70286
2168	86177	70244
2169	86214	70202
2170	86250	70160
2171	86286	70117
2172	86339	70088
2173	86377	70047
2174	86413	70004
2175	86449	69962
2176	86484	69918
2177	86537	69889
2178	86573	69846
2179	86610	69805
2180	86646	69762
2181	86680	69718
2182	86730	69686
2183	86767	69644
2184	86802	69601
2185	86837	69557
2186	86871	69513
2187	86920	69480
2188	86956	69437
2189	86991	69394
2190	87028	69352
2191	87062	69308
2192	87095	69263
2193	87145	69231
2194	87180	69188
2195	87213	69143
2196	87247	69099
2197	87281	69055
2198	87316	69011
2199	87361	68975
2200	87394	68931
2201	87427	68885
2202	87460	68841
2203	87493	68795
2204	87526	68750
2205	87571	68715
2206	87605	68670
2207	87637	68625
2208	87669	68580
2209	87702	68534
2210	87735	68490
2211	87782	68456
2212	87817	68412
2213	87851	68368
2214	87884	68323
2215	87919	68280
2216	87955	68237
2217	88001	68203
2218	88037	68160
2219	88071	68116
2220	88106	68072
2221	88140	68029
2222	88173	67984
2223	88221	67951
2224	88253	67905
2225	88286	67860
2226	88321	67817
2227	88353	67772
2228	88386	67727
2229	88434	67693
2230	88465	67647
2231	88497	67602
2232	88530	67557
2233	88563	67512
2234	88595	67467
2235	88643	67434
2236	88675	67388
2237	88708	67344
2238	88741	67298
2239	88775	67255
2240	88807	67210
2241	88842	67166
2242	88874	67121
2243	88905	67075
2244	88938	67030
2245	88971	66986
2246	89005	66942
2247	89038	66897
2248	89070	66852
2249	89103	66807
2250	89136	66763
2251	89183	66728
2252	89214	66683
2253	89246	66637
2254	89278	66592
2255	89310	66547
2256	89342	66502
2257	89374	66457
2258	89421	66423
2259	89451	66376
2260	89483	66330
2261	89517	66286
2262	89548	66241
2263	89581	66196
2264	89629	66163
2265	89662	66119
2266	89694	66073
2267	89726	66029
2268	89758	65983
2269	89791	65939
2270	89836	65903
2271	89868	65858
2272	89900	65813
2273	89932	65768
2274	89964	65723
2275	89995	65677
2276	90043	65644
2277	90076	65600
2278	90108	65555
2279	90140	65510
2280	90171	65464
2281	90204	65419
2282	90250	65385
2283	90283	65341
2284	90317	65297
2285	90348	65252
2286	90381	65207
2287	90412	65162
2288	90459	65127
2289	90491	65083
2290	90523	65037
2291	90555	64993
2292	90587	64948
2293	90619	64903
2294	90650	64857
2295	90700	64825
2296	90731	64780
2297	90765	64736
2298	90797	64691
2299	90829	64647
2300	90863	64603
2301	90911	64570
2302	90945	64526
2303	90976	64480
2304	91007	64435
2305	91041	64392
2306	91074	64348
2307	91119	64312
2308	91152	64268
2309	91184	64223
2310	91218	64180
2311	91252	64136
2312	91284	64092
2313	91332	64058
2314	91364	64014
2315	91397	63970
2316	91430	63926
2317	91462	63881
2318	91494	63836
2319	91543	63804
2320	91576	63760
2321	91609	63716
2322	91641	63671
2323	91673	63627
2324	91707	63583
2325	91740	63539
2326	91788	63506
2327	91822	63463
2328	91856	63420
2329	91891	63377
2330	91923	63333
2331	91956	63289
2332	92005	63256
2333	92039	63212
2334	92072	63169
2335	92105	63125
2336	92137	63081
2337	92169	63036
2338	92219	63004
2339	92253	62960
2340	92287	62917
2341	92319	62873
2342	92350	62828
2343	92383	62784
2344	92434	62752
2345	92468	62709
2346	92499	62664
2347	92531	62620
2348	92563	62576
2349	92596	62532
2350	92645	62499
2351	92679	62456
2352	92712	62412
2353	92747	62370
2354	92780	62326
2355	92812	62282
2356	92844	62238
2357	92895	62205
2358	92927	62161
2359	92959	62117
2360	92990	62072
2361	93023	62028
2362	93055	61984
2363	93103	61950
2364	93137	61907
2365	93170	61864
2366	93203	61820
2367	93235	61776
2368	93268	61732
2369	93317	61699
2370	93349	61655
2371	93382	61612
2372	93416	61569
2373	93448	61524
2374	93480	61480
2375	93528	61447
2376	93563	61404
2377	93595	61360
2378	93628	61316
2379	93660	61273
2380	93693	61229
2381	93740	61194
2382	93773	61151
2383	93806	61107
2384	93839	61064
2385	93873	61021
2386	93907	60978
2387	93960	60948
2388	93995	60906
2389	94030	60863
2390	94065	60822
2391	94101	60780
2392	94154	60750
2393	94189	60707
2394	94224	60665
2395	94257	60621
2396	94290	60579
2397	94325	60536
2398	94377	60505
2399	94411	60462
2400	94444	60419
2401	94478	60376
2402	94511	60333
2403	94545	60290
2404	94578	60246
2405	94628	60214
2406	94660	60170
2407	94693	60127
2408	94726	60084
2409	94760	60040
2410	94793	59998
2411	94847	59967
2412	94882	59925
2413	94918	59884
2414	94954	59842
2415	94987	59799
2416	95036	59766
2417	95082	59731
2418	95131	59697
2419	95174	59661
2420	95232	59633
2421	95274	59595
2422	95313	59556
2423	95348	59514
2424	95382	59471
2425	95433	59439
2426	95467	59396
2427	95500	59353
2428	95536	59312
2429	95571	59270
2430	95606	59228
2431	95661	59198
2432	95701	59159
2433	95739	59119
2434	95774	59077
2435	95810	59035
2436	95861	59003
2437	95895	58961
2438	95930	58919
2439	95964	58876
2440	95998	58833
2441	96029	58789
2442	96081	58757
2443	96113	58714
2444	96147	58671
2445	96181	58629
2446	96215	58586
2447	96248	58543
2448	96296	58509
2449	96330	58466
2450	96363	58423
2451	96395	58379
2452	96428	58336
2453	96462	58294
2454	96512	58261
2455	96546	58218
2456	96578	58175
2457	96612	58132
2458	96644	58089
2459	96676	58045
2460	96728	58013
2461	96762	57970
2462	96794	57927
2463	96831	57886
2464	96863	57842
2465	96897	57800
2466	96948	57768
2467	96981	57724
2468	97014	57682
2469	97048	57639
2470	97080	57596
2471	97112	57552
2472	97159	57517
2473	97193	57475
2474	97226	57432
2475	97260	57390
2476	97293	57346
2477	97326	57304
2478	97377	57271
2479	97410	57228
2480	97443	57185
2481	97474	57141
2482	97507	57098
2483	97540	57055
2484	97591	57023
2485	97623	56979
2486	97657	56937
2487	97691	56895
2488	97724	56852
2489	97757	56809
2490	97808	56776
2491	97840	56733
2492	97874	56691
2493	97906	56647
2494	97939	56604
2495	97971	56561
2496	98024	56529
2497	98059	56488
2498	98093	56446
2499	98127	56403
2500	98160	56360
2501	98193	56317
2502	98243	56285
2503	98277	56242
2504	98312	56200
2505	98347	56159
2506	98380	56116
2507	98412	56073
2508	98460	56038
2509	98494	55996
2510	98527	55953
2511	98561	55911
2512	98595	55869
2513	98628	55826
2514	98678	55793
2515	98711	55750
2516	98744	55707
2517	98775	55663
2518	98808	55621
2519	98841	55578
2520	98890	55545
2521	98924	55502
2522	98956	55459
2523	98989	55416
2524	99022	55374
2525	99054	55331
2526	99105	55298
2527	99137	55255
2528	99170	55212
2529	99203	55169
2530	99236	55126
2531	99269	55084
2532	99319	55051
2533	99352	55008
2534	99386	54966
2535	99418	54923
2536	99449	54879
2537	99483	54837
2538	99517	54795
2539	99568	54762
2540	99601	54720
2541	99634	54677
2542	99668	54635
2543	99700	54592
2544	99732	54549
2545	99786	54517
2546	99820	54475
2547	99853	54433
2548	99886	54391
2549	99919	54348
2550	99951	54305
2551	99986	54263
2552	100041	54233
2553	100073	54189
2554	100106	54147
2555	100139	54105
2556	100172	54062
2557	100207	54020
2558	100259	53988
2559	100293	53947
2560	100327	53904
2561	100362	53863
2562	100394	53820
2563	100428	53778
2564	100480	53746
2565	100518	53706
2566	100557	53667
2567	100594	53626
2568	100629	53585
2569	100686	53555
2570	100724	53516
2571	100760	53474
2572	100791	53431
2573	100824	53389
2574	100875	53356
2575	100910	53314
2576	100947	53274
2577	100985	53234
2578	101021	53193
2579	101072	53161
2580	101106	53119
2581	101139	53076
2582	101171	53033
2583	101204	52991
2584	101238	52949
2585	101285	52914
2586	101318	52872
2587	101352	52830
2588	101387	52788
2589	101421	52746
2590	101456	52705
2591	101509	52673
2592	101545	52633
2593	101583	52593
2594	101617	52551
2595	101652	52510
2596	101704	52477
2597	101737	52435
2598	101772	52393
2599	101807	52352
2600	101844	52312
2601	101899	52281
2602	101933	52239
2603	101966	52196
2604	102000	52155
2605	102033	52113
2606	102066	52070
2607	102115	52036
2608	102150	51995
2609	102185	51953
2610	102217	51911
2611	102252	51870
2612	102289	51829
2613	102347	51800
2614	102384	51760
2615	102421	51719
2616	102457	51679
2617	102494	51638
2618	102550	51608
2619	102588	51568
2620	102625	51528
2621	102661	51487
2622	102698	51447
2623	102729	51403
2624	102781	51371
2625	102814	51329
2626	102848	51287
2627	102883	51245
2628	102915	51203
2629	102946	51160
2630	102996	51126
2631	103028	51083
2632	103060	51041
2633	103093	50998
2634	103125	50956
2635	103158	50913
2636	103192	50872
2637	103239	50837
2638	103272	50794
2639	103306	50753
2640	103339	50711
2641	103373	50669
2642	103407	50627
2643	103457	50593
2644	103492	50552
2645	103525	50510
2646	103558	50468
2647	103592	50426
2648	103626	50385
2649	103658	50342
2650	103709	50309
2651	103742	50267
2652	103775	50225
2653	103809	50183
2654	103842	50141
2655	103875	50099
2656	103929	50067
2657	103965	50027
2658	103998	49985
2659	104032	49943
2660	104064	49900
2661	104096	49858
2662	104145	49824
2663	104178	49782
2664	104210	49739
2665	104242	49697
2666	104276	49655
2667	104309	49613
2668	104359	49579
2669	104394	49538
2670	104428	49496
2671	104459	49454
2672	104493	49412
2673	104528	49371
2674	104576	49336
2675	104609	49294
2676	104643	49253
2677	104676	49211
2678	104709	49169
2679	104742	49127
2680	104794	49094
2681	104828	49052
2682	104860	49010
2683	104894	48969
2684	104927	48927
2685	104959	48884
2686	105010	48851
2687	105043	48809
2688	105076	48767
2689	105110	48725
2690	105144	48684
2691	105177	48642
2692	105229	48609
2693	105262	48567
2694	105297	48526
2695	105327	48483
2696	105360	48441
2697	105393	48399
2698	105443	48365
2699	105475	48323
2700	105508	48281
2701	105541	48239
2702	105574	48198
2703	105608	48156
2704	105658	48122
2705	105691	48080
2706	105725	48039
2707	105759	47997
2708	105792	47956
2709	105824	47914
2710	105875	47880
2711	105908	47838
2712	105941	47796
2713	105975	47755
2714	106010	47714
2715	106042	47672
2716	106091	47637
2717	106124	47595
2718	106157	47554
2719	106190	47512
2720	106222	47470
2721	106255	47428
2722	106304	47393
2723	106338	47352
2724	106372	47311
2725	106406	47270
2726	106440	47228
2727	106472	47186
2728	106523	47153
2729	106557	47111
2730	106591	47070
2731	106625	47028
2732	106658	46987
2733	106692	46946
2734	106738	46910
2735	106771	46868
2736	106807	46828
2737	106842	46787
2738	106875	46746
2739	106907	46703
2740	106955	46668
2741	106989	46627
2742	107023	46586
2743	107058	46545
2744	107090	46503
2745	107124	46462
2746	107175	46428
2747	107207	46386
2748	107240	46344
2749	107272	46302
2750	107305	46261
2751	107338	46219
2752	107389	46185
2753	107422	46144
2754	107455	46102
2755	107487	46060
2756	107520	46018
2757	107554	45977
2758	107601	45942
2759	107634	45900
2760	107667	45859
2761	107700	45817
2762	107733	45776
2763	107765	45734
2764	107816	45700
2765	107848	45658
2766	107881	45616
2767	107916	45576
2768	107951	45535
2769	107983	45493
2770	108017	45452
2771	108067	45418
2772	108102	45377
2773	108137	45336
2774	108170	45295
2775	108202	45253
2776	108235	45211
2777	108284	45176
2778	108317	45135
2779	108351	45094
2780	108383	45052
2781	108415	45010
2782	108448	44969
2783	108498	44934
2784	108531	44893
2785	108564	44852
2786	108596	44810
2787	108630	44769
2788	108678	44733
2789	108711	44692
2790	108744	44650
2791	108778	44609
2792	108810	44568
2793	108842	44526
2794	108892	44491
2795	108925	44450
2796	108958	44409
2797	108992	44368
2798	109025	44326
2799	109058	44285
2800	109108	44251
2801	109141	44209
2802	109173	44167
2803	109206	44126
2804	109240	44085
2805	109272	44043
2806	109321	44009
2807	109355	43968
2808	109387	43926
2809	109420	43884
2810	109452	43843
2811	109484	43801
2812	109535	43767
2813	109568	43726
2814	109602	43685
2815	109634	43643
2816	109667	43602
2817	109700	43560
2818	109751	43527
2819	109787	43486
2820	109821	43446
2821	109854	43404
2822	109889	43364
2823	109921	43322
2824	109953	43280
2825	110002	43245
2826	110036	43204
2827	110071	43164
2828	110104	43123
2829	110139	43082
2830	110171	43041
2831	110222	43007
2832	110257	42966
2833	110289	42925
2834	110321	42883
2835	110355	42842
2836	110387	42801
2837	110437	42766
2838	110471	42725
2839	110505	42684
2840	110538	42643
2841	110571	42602
2842	110603	42560
2843	110652	42525
2844	110685	42484
2845	110718	42443
2846	110750	42401
2847	110784	42361
2848	110817	42319
2849	110868	42285
2850	110904	42245
2851	110940	42205
2852	110977	42166
2853	111010	42125
2854	111063	42091
2855	111098	42051
2856	111132	42010
2857	111165	41969
2858	111199	41928
2859	111232	41887
2860	111284	41853
2861	111320	41813
2862	111354	41772
2863	111390	41732
2864	111424	41691
2865	111472	41656
2866	111508	41616
2867	111544	41576
2868	111578	41535
2869	111611	41494
2870	111644	41453
2871	111694	41418
2872	111728	41377
2873	111760	41336
2874	111794	41295
2875	111826	41254
2876	111860	41213
2877	111895	41173
2878	111946	41139
2879	111980	41098
2880	112014	41057
2881	112049	41017
2882	112080	40975
2883	112115	40935
2884	112165	40900
2885	112200	40860
2886	112235	40820
2887	112270	40779
2888	112304	40739
2889	112338	40698
2890	112388	40663
2891	112423	40623
2892	112457	40582
2893	112493	40542
2894	112527	40502
2895	112561	40461
2896	112610	40426
2897	112646	40386
2898	112680	40345
2899	112717	40306
2900	112752	40265
2901	112802	40231
2902	112835	40190
2903	112873	40150
2904	112908	40110
2905	112941	40069
2906	112992	40035
2907	113025	39994
2908	113060	39953
2909	113094	39913
2910	113127	39872
2911	113162	39832
2912	113215	39798
2913	113249	39757
2914	113283	39717
2915	113318	39676
2916	113352	39636
2917	113386	39596
2918	113440	39562
2919	113478	39523
2920	113513	39482
2921	113546	39442
2922	113580	39401
2923	113627	39365
2924	113660	39324
2925	113694	39284
2926	113726	39242
2927	113760	39202
2928	113795	39162
2929	113848	39128
2930	113882	39087
2931	113915	39046
2932	113949	39006
2933	113983	38965
2934	114017	38925
2935	114070	38891
2936	114104	38850
2937	114138	38810
2938	114172	38769
2939	114206	38729
2940	114241	38688
2941	114293	38654
2942	114327	38614
2943	114361	38573
2944	114396	38533
2945	114430	38492
2946	114463	38452
2947	114513	38417
2948	114548	38377
2949	114582	38336
2950	114616	38296
2951	114650	38255
2952	114683	38214
2953	114731	38179
2954	114766	38139
2955	114800	38098
2956	114835	38058
2957	114869	38018
2958	114920	37983
2959	114955	37942
2960	114989	37902
2961	115022	37861
2962	115055	37821
2963	115088	37780
2964	115139	37745
2965	115174	37705
2966	115209	37665
2967	115245	37625
2968	115278	37584
2969	115331	37550
2970	115366	37510
2971	115401	37470
2972	115436	37430
2973	115469	37389
2974	115503	37349
2975	115554	37314
2976	115588	37274
2977	115622	37233
2978	115657	37193
2979	115690	37153
2980	115723	37112
2981	115775	37077
2982	115809	37037
2983	115845	36997
2984	115879	36957
2985	115913	36916
2986	115946	36876
2987	115995	36840
2988	116030	36800
2989	116066	36760
2990	116100	36720
2991	116134	36680
2992	116193	36647
2993	116242	36612
2994	116281	36573
2995	116326	36536
2996	116377	36501
2997	116413	36461
2998	116448	36421
2999	116484	36381
3000	116520	36342
3001	116580	36310
3002	116621	36271
3003	116661	36233
3004	116702	36195
3005	116739	36155
3006	116793	36121
3007	116827	36081
3008	116863	36041
3009	116900	36002
3010	116936	35962
3011	116988	35927
3012	117025	35888
3013	117062	35849
3014	117096	35808
3015	117132	35768
3016	117190	35735
3017	117227	35696
3018	117263	35656
3019	117296	35616
3020	117333	35576
3021	117379	35540
3022	117437	35507
3023	117472	35466
3024	117505	35426
3025	117540	35386
3026	117574	35346
3027	117607	35305
3028	117659	35270
3029	117693	35230
3030	117727	35190
3031	117760	35149
3032	117795	35109
3033	117827	35068
3034	117877	35033
3035	117909	34992
3036	117942	34951
3037	117976	34911
3038	118009	34870
3039	118041	34830
3040	118092	34794
3041	118125	34754
3042	118159	34713
3043	118193	34673
3044	118230	34634
3045	118265	34594
3046	118323	34561
3047	118361	34522
3048	118397	34482
3049	118433	34442
3050	118468	34402
3051	118524	34369
3052	118561	34329
3053	118594	34289
3054	118632	34249
3055	118667	34209
3056	118721	34175
3057	118757	34135
3058	118791	34095
3059	118826	34055
3060	118860	34015
3061	118916	33981
3062	118954	33942
3063	118989	33902
3064	119025	33862
3065	119061	33823
3066	119112	33788
3067	119148	33748
3068	119185	33708
3069	119220	33669
3070	119254	33628
3071	119308	33594
3072	119341	33554
3073	119374	33513
3074	119408	33473
3075	119441	33432
3076	119472	33391
3077	119522	33355
3078	119555	33315
3079	119589	33275
3080	119624	33235
3081	119657	33195
3082	119692	33155
3083	119741	33119
3084	119774	33078
3085	119809	33038
3086	119843	32998
3087	119875	32958
3088	119908	32917
3089	119941	32877
3090	119990	32841
3091	120024	32800
3092	120062	32762
3093	120098	32722
3094	120131	32682
3095	120183	32646
3096	120215	32606
3097	120250	32566
3098	120283	32525
3099	120315	32485
3100	120347	32444
3101	120380	32404
3102	120411	32363
3103	120445	32323
3104	120479	32283
3105	120511	32242
3106	120562	32206
3107	120595	32166
3108	120627	32125
3109	120659	32085
3110	120692	32045
3111	120726	32004
3112	120775	31968
3113	120809	31928
3114	120841	31888
3115	120874	31847
3116	120907	31807
3117	120939	31767
3118	120991	31731
3119	121023	31691
3120	121057	31650
3121	121090	31610
3122	121122	31570
3123	121155	31529
3124	121208	31494
3125	121241	31454
3126	121274	31414
3127	121308	31374
3128	121341	31333
3129	121374	31293
3130	121422	31257
3131	121455	31216
3132	121488	31176
3133	121519	31135
3134	121552	31095
3135	121585	31055
3136	121632	31018
3137	121663	30978
3138	121696	30937
3139	121728	30897
3140	121760	30856
3141	121794	30816
3142	121840	30779
3143	121872	30739
3144	121905	30699
3145	121938	30659
3146	121970	30618
3147	122003	30578
3148	122053	30542
3149	122086	30502
3150	122120	30462
3151	122154	30422
3152	122186	30381
3153	122220	30341
3154	122270	30305
3155	122304	30266
3156	122336	30225
3157	122370	30185
3158	122402	30145
3159	122435	30105
3160	122486	30069
3161	122519	30029
3162	122553	29989
3163	122586	29949
3164	122618	29908
3165	122651	29868
3166	122701	29832
3167	122733	29792
3168	122766	29752
3169	122799	29712
3170	122833	29672
3171	122865	29631
3172	122915	29595
3173	122948	29555
3174	122982	29515
3175	123014	29475
3176	123047	29435
3177	123079	29395
3178	123127	29358
3179	123160	29318
3180	123192	29278
3181	123225	29237
3182	123257	29197
3183	123289	29157
3184	123321	29117
3185	123370	29080
3186	123402	29040
3187	123435	29000
3188	123469	28960
3189	123502	28920
3190	123534	28880
3191	123581	28843
3192	123615	28803
3193	123648	28763
3194	123679	28722
3195	123711	28682
3196	123744	28642
3197	123792	28606
3198	123826	28566
3199	123860	28526
3200	123892	28486
3201	123925	28446
3202	123957	28406
3203	124004	28369
3204	124038	28329
3205	124072	28289
3206	124105	28249
3207	124138	28209
3208	124172	28169
3209	124223	28134
3210	124258	28094
3211	124292	28054
3212	124326	28014
3213	124360	27975
3214	124392	27935
